order_id,date,month,month_num,quarter,category,product,state,city,quantity,unit_price,discount_pct,revenue,profit,channel,payment,device,returned,rating,cost
ORD10164,2024-09-16,September,9,Q3,Beauty,Hair Oil,Maharashtra,Mumbai,2,299,20,478.4,178.4,Paid Ad,Debit Card,Mobile,0,2,300
ORD10165,2024-06-11,June,6,Q2,Electronics,Smartphone,West Bengal,Kolkata,4,19880,5,75544.0,15544.0,Paid Ad,Credit Card,Mobile,0,3,60000
ORD10166,2024-02-18,February,2,Q1,Fashion,Saree,Rajasthan,Jaipur,1,3088,10,2779.2,1579.2,Email Campaign,Net Banking,Mobile,0,5,1200
ORD10167,2024-03-09,March,3,Q1,Electronics,Smartphone,Madhya Pradesh,Bhopal,1,27551,20,22040.8,7040.8,Social Media,UPI,Mobile,0,5,15000
ORD10168,2024-01-12,January,1,Q1,Sports,Dumbbell Set,Kerala,Kochi,2,1369,10,2464.2,864.2,Referral,Net Banking,Mobile,0,4,1600
ORD10169,2024-02-26,February,2,Q1,Fashion,Sneakers,Madhya Pradesh,Bhopal,2,3453,25,5179.5,2179.5,Organic Search,Cash on Delivery,Mobile,0,4,3000
ORD10170,2024-02-14,February,2,Q1,Fashion,Jeans,West Bengal,Kolkata,1,1795,10,1615.5,815.5,Paid Ad,Debit Card,Mobile,0,4,800
ORD10171,2024-02-26,February,2,Q1,Home & Kitchen,Pressure Cooker,Kerala,Kochi,2,1151,0,2302.0,702.0,Referral,Debit Card,Mobile,0,4,1600
ORD10172,2024-11-25,November,11,Q4,Beauty,Face Serum,Kerala,Kochi,4,392,5,1489.6,289.6,Paid Ad,Credit Card,Mobile,0,4,1200
ORD10173,2024-12-05,December,12,Q4,Beauty,Hair Oil,Karnataka,Bengaluru,1,285,25,213.75,63.75,Paid Ad,UPI,Mobile,0,5,150
ORD10174,2024-01-28,January,1,Q1,Electronics,Smartwatch,Telangana,Hyderabad,3,7133,10,19259.1,8759.1,Referral,Cash on Delivery,Desktop,0,5,10500
ORD10175,2024-06-10,June,6,Q2,Electronics,Smartphone,Punjab,Chandigarh,5,22814,20,91256.0,16256.0,Organic Search,UPI,Desktop,0,2,75000
ORD10176,2024-08-07,August,8,Q3,Books,UPSC Guide,Telangana,Hyderabad,1,524,0,524.0,124.0,Social Media,Cash on Delivery,Mobile,0,3,400
ORD10177,2024-04-11,April,4,Q2,Beauty,Hair Oil,Punjab,Chandigarh,1,245,10,220.5,70.5,Email Campaign,Cash on Delivery,Mobile,0,4,150
ORD10178,2024-01-19,January,1,Q1,Fashion,Kurta Set,Maharashtra,Mumbai,4,1240,5,4712.0,2312.0,Paid Ad,Credit Card,Desktop,0,4,2400
ORD10179,2024-01-20,January,1,Q1,Home & Kitchen,Pressure Cooker,Haryana,Gurugram,1,1429,30,1000.3,200.3,Social Media,Credit Card,Mobile,0,5,800
ORD10180,2024-04-18,April,4,Q2,Beauty,Moisturiser,Uttar Pradesh,Lucknow,1,287,15,243.95,43.95,Referral,UPI,Mobile,0,4,200
ORD10181,2024-09-03,September,9,Q3,Electronics,Smartphone,Uttar Pradesh,Lucknow,1,27756,30,19429.2,4429.2,Referral,Net Banking,Mobile,0,4,15000
ORD10182,2024-10-11,October,10,Q4,Fashion,Jeans,Haryana,Gurugram,2,1325,5,2517.5,917.5,Paid Ad,Net Banking,Mobile,0,5,1600
ORD10183,2024-01-16,January,1,Q1,Fashion,Saree,Odisha,Bhubaneswar,2,1531,20,2449.6,49.6,Direct,Wallet,Mobile,0,2,2400
ORD10184,2024-05-05,May,5,Q2,Electronics,Earbuds,Gujarat,Ahmedabad,1,1556,5,1478.2,278.2,Email Campaign,UPI,Mobile,0,2,1200
ORD10185,2024-02-23,February,2,Q1,Books,Data Science Book,Telangana,Hyderabad,3,663,20,1591.2,91.2,Paid Ad,UPI,Desktop,0,3,1500
ORD10186,2024-03-31,March,3,Q1,Books,Data Science Book,Kerala,Kochi,2,809,15,1375.3,375.3,Organic Search,Debit Card,Mobile,0,4,1000
ORD10187,2024-04-14,April,4,Q2,Fashion,Saree,West Bengal,Kolkata,1,2091,0,2091.0,891.0,Direct,Wallet,Mobile,0,3,1200
ORD10188,2024-09-24,September,9,Q3,Beauty,Face Serum,Punjab,Chandigarh,2,637,15,1082.9,482.9,Direct,Debit Card,Mobile,0,5,600
ORD10189,2024-10-30,October,10,Q4,Beauty,Face Serum,Telangana,Hyderabad,2,893,0,1786.0,1186.0,Paid Ad,Credit Card,Desktop,0,5,600
ORD10190,2024-05-26,May,5,Q2,Books,Data Science Book,Kerala,Kochi,1,774,10,696.6,196.6,Referral,Cash on Delivery,Mobile,0,3,500
ORD10191,2024-11-08,November,11,Q4,Beauty,Hair Oil,Maharashtra,Mumbai,1,267,20,213.6,63.6,Email Campaign,UPI,Mobile,0,4,150
ORD10192,2024-12-15,December,12,Q4,Books,Data Science Book,Uttar Pradesh,Lucknow,3,737,25,1658.25,158.25,Email Campaign,Wallet,Desktop,0,5,1500
ORD10193,2024-03-11,March,3,Q1,Fashion,Saree,Haryana,Gurugram,1,2874,10,2586.6,1386.6,Direct,Credit Card,Mobile,0,5,1200
ORD10194,2024-10-12,October,10,Q4,Books,UPSC Guide,Tamil Nadu,Chennai,1,455,10,409.5,9.5,Email Campaign,Debit Card,Desktop,0,4,400
ORD10195,2024-11-17,November,11,Q4,Books,Data Science Book,Delhi,Delhi,4,639,5,2428.2,428.2,Direct,Debit Card,Mobile,1,5,2000
ORD10196,2024-05-01,May,5,Q2,Electronics,Smartphone,Punjab,Chandigarh,5,18877,10,84946.5,9946.5,Direct,Cash on Delivery,Tablet,0,5,75000
ORD10197,2024-08-14,August,8,Q3,Groceries,Dry Fruits 500g,Haryana,Gurugram,2,698,0,1396.0,696.0,Email Campaign,Net Banking,Desktop,0,3,700
ORD10198,2024-08-05,August,8,Q3,Home & Kitchen,Bedsheet Set,Telangana,Hyderabad,1,762,0,762.0,362.0,Social Media,UPI,Mobile,0,5,400
ORD10199,2024-09-12,September,9,Q3,Fashion,Jeans,Uttar Pradesh,Lucknow,1,1671,10,1503.9,703.9,Organic Search,UPI,Tablet,0,3,800
ORD10200,2024-09-23,September,9,Q3,Home & Kitchen,Pressure Cooker,Uttar Pradesh,Lucknow,5,1458,20,5832.0,1832.0,Direct,Credit Card,Desktop,1,4,4000
ORD10201,2024-08-05,August,8,Q3,Fashion,Saree,Delhi,Delhi,1,3491,15,2967.35,1767.35,Organic Search,UPI,Mobile,0,5,1200
ORD10202,2024-08-30,August,8,Q3,Fashion,Jeans,Tamil Nadu,Chennai,1,1960,10,1764.0,964.0,Social Media,UPI,Mobile,0,5,800
ORD10203,2024-11-17,November,11,Q4,Fashion,Jeans,Gujarat,Ahmedabad,3,1302,10,3515.4,1115.4,Referral,Cash on Delivery,Desktop,0,5,2400
ORD10204,2024-10-13,October,10,Q4,Fashion,Saree,Rajasthan,Jaipur,1,1899,0,1899.0,699.0,Direct,Debit Card,Mobile,1,4,1200
ORD10205,2024-11-13,November,11,Q4,Home & Kitchen,Bedsheet Set,Maharashtra,Mumbai,1,713,5,677.35,277.35,Paid Ad,Debit Card,Desktop,0,3,400
ORD10206,2024-05-18,May,5,Q2,Groceries,Dry Fruits 500g,Gujarat,Ahmedabad,3,429,25,965.25,-84.75,Email Campaign,Debit Card,Desktop,0,4,1050
ORD10207,2024-05-30,May,5,Q2,Sports,Yoga Mat,Uttar Pradesh,Lucknow,4,1005,30,2814.0,1214.0,Direct,Cash on Delivery,Mobile,0,5,1600
ORD10208,2024-01-15,January,1,Q1,Sports,Dumbbell Set,Telangana,Hyderabad,1,896,20,716.8,-83.2,Organic Search,Credit Card,Mobile,0,4,800
ORD10209,2024-02-04,February,2,Q1,Electronics,Earbuds,Delhi,Delhi,1,2231,15,1896.35,696.35,Direct,Credit Card,Mobile,0,4,1200
ORD10210,2024-06-19,June,6,Q2,Beauty,Moisturiser,Uttar Pradesh,Lucknow,1,533,10,479.7,279.7,Social Media,Cash on Delivery,Mobile,0,4,200
ORD10211,2024-07-27,July,7,Q3,Groceries,Dry Fruits 500g,Kerala,Kochi,4,746,10,2685.6,1285.6,Direct,Cash on Delivery,Mobile,0,1,1400
ORD10212,2024-12-20,December,12,Q4,Groceries,Organic Honey,Delhi,Delhi,5,422,15,1793.5,393.5,Direct,UPI,Mobile,1,4,1400
ORD10213,2024-02-29,February,2,Q1,Fashion,Kurta Set,Odisha,Bhubaneswar,1,752,20,601.6,1.6,Organic Search,Net Banking,Mobile,0,5,600
ORD10214,2024-09-29,September,9,Q3,Home & Kitchen,Air Fryer,West Bengal,Kolkata,5,5480,15,23290.0,10790.0,Email Campaign,Debit Card,Mobile,0,3,12500
ORD10215,2024-02-06,February,2,Q1,Fashion,Kurta Set,Kerala,Kochi,2,680,10,1224.0,24.0,Referral,Credit Card,Mobile,0,5,1200
ORD10216,2024-12-06,December,12,Q4,Fashion,Sneakers,Punjab,Chandigarh,2,2042,15,3471.4,471.4,Referral,Credit Card,Mobile,1,3,3000
ORD10217,2024-04-12,April,4,Q2,Electronics,Smartwatch,Uttar Pradesh,Lucknow,5,6614,10,29763.0,12263.0,Referral,Net Banking,Desktop,0,5,17500
ORD10218,2024-08-08,August,8,Q3,Fashion,Jeans,Uttar Pradesh,Bareilly,2,1161,20,1857.6,257.6,Direct,Wallet,Desktop,0,5,1600
ORD10219,2024-11-25,November,11,Q4,Fashion,Saree,Haryana,Gurugram,1,1719,0,1719.0,519.0,Social Media,UPI,Desktop,0,3,1200
ORD10220,2024-11-30,November,11,Q4,Books,UPSC Guide,Tamil Nadu,Chennai,5,551,0,2755.0,755.0,Organic Search,Cash on Delivery,Mobile,0,4,2000
ORD10221,2024-01-03,January,1,Q1,Electronics,Earbuds,Delhi,Delhi,5,2495,0,12475.0,6475.0,Email Campaign,Debit Card,Mobile,0,4,6000
ORD10222,2024-01-11,January,1,Q1,Electronics,Smartwatch,Odisha,Bhubaneswar,1,5343,15,4541.55,1041.55,Direct,UPI,Tablet,0,5,3500
ORD10223,2024-07-31,July,7,Q3,Fashion,Sneakers,West Bengal,Kolkata,3,2474,25,5566.5,1066.5,Referral,Cash on Delivery,Mobile,0,5,4500
ORD10224,2024-12-06,December,12,Q4,Electronics,Laptop,Punjab,Chandigarh,1,48256,20,38604.8,3604.8,Direct,Wallet,Mobile,1,4,35000
ORD10225,2024-07-21,July,7,Q3,Groceries,Organic Honey,Kerala,Kochi,1,493,15,419.05,139.05,Paid Ad,UPI,Desktop,0,4,280
ORD10226,2024-10-13,October,10,Q4,Books,UPSC Guide,Odisha,Bhubaneswar,2,446,0,892.0,92.0,Referral,Net Banking,Mobile,0,5,800
ORD10227,2024-10-22,October,10,Q4,Electronics,Earbuds,Tamil Nadu,Chennai,2,1614,0,3228.0,828.0,Referral,Debit Card,Mobile,0,4,2400
ORD10228,2024-08-19,August,8,Q3,Fashion,Saree,Rajasthan,Jaipur,1,1493,15,1269.05,69.05,Paid Ad,Net Banking,Desktop,0,4,1200
ORD10229,2024-12-13,December,12,Q4,Beauty,Hair Oil,Odisha,Bhubaneswar,2,341,0,682.0,382.0,Email Campaign,Cash on Delivery,Mobile,0,3,300
ORD10230,2024-06-16,June,6,Q2,Books,UPSC Guide,Odisha,Bhubaneswar,1,494,0,494.0,94.0,Email Campaign,Net Banking,Mobile,0,4,400
ORD10231,2024-04-01,April,4,Q2,Fashion,Sneakers,Gujarat,Ahmedabad,1,2446,0,2446.0,946.0,Organic Search,Debit Card,Mobile,0,3,1500
ORD10232,2024-11-21,November,11,Q4,Electronics,Earbuds,Karnataka,Bengaluru,2,2097,10,3774.6,1374.6,Organic Search,Cash on Delivery,Mobile,0,5,2400
ORD10233,2024-02-21,February,2,Q1,Sports,Yoga Mat,Delhi,Delhi,2,867,0,1734.0,934.0,Referral,UPI,Desktop,0,4,800
ORD10234,2024-09-22,September,9,Q3,Books,UPSC Guide,West Bengal,Kolkata,3,626,25,1408.5,208.5,Social Media,UPI,Desktop,0,5,1200
ORD10235,2024-04-21,April,4,Q2,Fashion,Kurta Set,Haryana,Gurugram,4,1289,25,3867.0,1467.0,Direct,Credit Card,Mobile,0,5,2400
ORD10236,2024-01-04,January,1,Q1,Electronics,Laptop,Uttar Pradesh,Lucknow,2,52781,0,105562.0,35562.0,Organic Search,Debit Card,Mobile,1,5,70000
ORD10237,2024-08-02,August,8,Q3,Electronics,Smartphone,Maharashtra,Mumbai,4,21589,20,69084.8,9084.8,Paid Ad,Net Banking,Desktop,0,4,60000
ORD10238,2024-03-01,March,3,Q1,Electronics,Smartphone,Odisha,Bhubaneswar,3,24696,20,59270.4,14270.4,Referral,Cash on Delivery,Desktop,0,5,45000
ORD10239,2024-05-15,May,5,Q2,Sports,Dumbbell Set,Gujarat,Ahmedabad,1,1943,20,1554.4,754.4,Paid Ad,Debit Card,Mobile,0,4,800
ORD10240,2024-08-13,August,8,Q3,Books,Data Science Book,Haryana,Gurugram,3,819,0,2457.0,957.0,Email Campaign,Cash on Delivery,Mobile,0,5,1500
ORD10241,2024-09-30,September,9,Q3,Electronics,Laptop,Maharashtra,Mumbai,2,61945,20,99112.0,29112.0,Referral,Net Banking,Mobile,0,5,70000
ORD10242,2024-05-09,May,5,Q2,Fashion,Sneakers,Haryana,Gurugram,3,2298,25,5170.5,670.5,Social Media,UPI,Mobile,0,4,4500
ORD10243,2024-06-07,June,6,Q2,Beauty,Face Serum,Telangana,Hyderabad,1,865,5,821.75,521.75,Social Media,UPI,Tablet,0,4,300
ORD10244,2024-12-21,December,12,Q4,Home & Kitchen,Bedsheet Set,Punjab,Chandigarh,1,507,20,405.6,5.6,Email Campaign,UPI,Mobile,0,4,400
ORD10245,2024-06-11,June,6,Q2,Home & Kitchen,Bedsheet Set,Gujarat,Ahmedabad,4,750,15,2550.0,950.0,Social Media,UPI,Mobile,0,5,1600
ORD10246,2024-04-23,April,4,Q2,Electronics,Laptop,Uttar Pradesh,Bareilly,1,63421,10,57078.9,22078.9,Email Campaign,Credit Card,Mobile,0,4,35000
ORD10247,2024-04-30,April,4,Q2,Fashion,Kurta Set,Madhya Pradesh,Bhopal,5,660,15,2805.0,-195.0,Email Campaign,UPI,Mobile,0,4,3000
ORD10248,2024-11-25,November,11,Q4,Sports,Dumbbell Set,Odisha,Bhubaneswar,2,1495,15,2541.5,941.5,Email Campaign,Debit Card,Desktop,0,5,1600
ORD10249,2024-10-17,October,10,Q4,Groceries,Organic Honey,Telangana,Hyderabad,3,532,25,1197.0,357.0,Email Campaign,UPI,Mobile,0,3,840
ORD10250,2024-09-28,September,9,Q3,Electronics,Earbuds,Kerala,Kochi,2,2608,30,3651.2,1251.2,Paid Ad,Debit Card,Mobile,0,4,2400
ORD10251,2024-02-25,February,2,Q1,Electronics,Smartwatch,West Bengal,Kolkata,3,7086,10,19132.2,8632.2,Paid Ad,Debit Card,Mobile,1,5,10500
ORD10252,2024-07-24,July,7,Q3,Groceries,Organic Honey,Kerala,Kochi,4,386,10,1389.6,269.6,Direct,Net Banking,Mobile,0,4,1120
ORD10253,2024-11-05,November,11,Q4,Sports,Yoga Mat,Rajasthan,Jaipur,1,736,15,625.6,225.6,Organic Search,Credit Card,Desktop,0,3,400
ORD10254,2024-01-24,January,1,Q1,Beauty,Moisturiser,Uttar Pradesh,Lucknow,1,518,15,440.3,240.3,Direct,UPI,Desktop,0,4,200
ORD10255,2024-05-28,May,5,Q2,Fashion,Saree,Karnataka,Bengaluru,1,1748,0,1748.0,548.0,Organic Search,UPI,Mobile,0,5,1200
ORD10256,2024-03-03,March,3,Q1,Electronics,Earbuds,Uttar Pradesh,Bareilly,2,2425,20,3880.0,1480.0,Social Media,Debit Card,Mobile,0,5,2400
ORD10257,2024-05-19,May,5,Q2,Books,Data Science Book,Delhi,Delhi,1,679,0,679.0,179.0,Direct,Debit Card,Tablet,0,5,500
ORD10258,2024-06-02,June,6,Q2,Electronics,Smartphone,Tamil Nadu,Chennai,1,24163,25,18122.25,3122.25,Organic Search,UPI,Desktop,0,4,15000
ORD10259,2024-09-30,September,9,Q3,Electronics,Smartphone,Gujarat,Ahmedabad,3,17121,20,41090.4,-3909.6,Referral,Net Banking,Mobile,1,5,45000
ORD10260,2024-05-28,May,5,Q2,Home & Kitchen,Bedsheet Set,Telangana,Hyderabad,1,766,0,766.0,366.0,Paid Ad,UPI,Desktop,1,4,400
ORD10261,2024-03-29,March,3,Q1,Fashion,Jeans,Madhya Pradesh,Bhopal,2,1869,10,3364.2,1764.2,Organic Search,Debit Card,Mobile,0,5,1600
ORD10262,2024-03-28,March,3,Q1,Groceries,Dry Fruits 500g,Madhya Pradesh,Bhopal,1,676,5,642.2,292.2,Social Media,Credit Card,Desktop,0,5,350
ORD10263,2024-02-02,February,2,Q1,Groceries,Dry Fruits 500g,West Bengal,Kolkata,1,429,0,429.0,79.0,Email Campaign,Debit Card,Mobile,0,3,350
ORD10264,2024-05-20,May,5,Q2,Electronics,Laptop,Madhya Pradesh,Bhopal,2,55487,20,88779.2,18779.2,Email Campaign,UPI,Mobile,0,5,70000
ORD10265,2024-11-21,November,11,Q4,Books,UPSC Guide,Uttar Pradesh,Lucknow,5,520,10,2340.0,340.0,Paid Ad,Debit Card,Mobile,0,2,2000
ORD10266,2024-08-12,August,8,Q3,Books,UPSC Guide,Karnataka,Bengaluru,1,620,15,527.0,127.0,Referral,UPI,Mobile,0,2,400
ORD10267,2024-09-13,September,9,Q3,Beauty,Face Serum,Rajasthan,Jaipur,1,549,5,521.55,221.55,Direct,Credit Card,Mobile,0,5,300
ORD10268,2024-04-22,April,4,Q2,Sports,Dumbbell Set,Punjab,Chandigarh,1,1950,10,1755.0,955.0,Organic Search,UPI,Mobile,1,2,800
ORD10269,2024-04-16,April,4,Q2,Home & Kitchen,Air Fryer,Madhya Pradesh,Bhopal,1,4941,10,4446.9,1946.9,Organic Search,UPI,Mobile,0,5,2500
ORD10270,2024-08-09,August,8,Q3,Beauty,Moisturiser,Uttar Pradesh,Lucknow,3,440,10,1188.0,588.0,Social Media,Cash on Delivery,Desktop,0,4,600
ORD10271,2024-07-21,July,7,Q3,Electronics,Laptop,Rajasthan,Jaipur,2,54426,0,108852.0,38852.0,Paid Ad,Credit Card,Mobile,0,5,70000
ORD10272,2024-10-18,October,10,Q4,Fashion,Sneakers,Maharashtra,Mumbai,1,3266,5,3102.7,1602.7,Direct,UPI,Mobile,0,5,1500
ORD10273,2024-02-22,February,2,Q1,Electronics,Smartwatch,Karnataka,Bengaluru,1,6834,5,6492.3,2992.3,Direct,UPI,Desktop,0,5,3500
ORD10274,2024-11-16,November,11,Q4,Electronics,Smartwatch,Delhi,Delhi,1,4858,0,4858.0,1358.0,Referral,UPI,Mobile,0,4,3500
ORD10275,2024-08-31,August,8,Q3,Sports,Yoga Mat,Rajasthan,Jaipur,2,519,0,1038.0,238.0,Organic Search,UPI,Desktop,0,4,800
ORD10276,2024-09-27,September,9,Q3,Groceries,Dry Fruits 500g,Uttar Pradesh,Lucknow,2,389,5,739.1,39.1,Email Campaign,UPI,Mobile,0,5,700
ORD10277,2024-06-26,June,6,Q2,Home & Kitchen,Air Fryer,Odisha,Bhubaneswar,2,3817,0,7634.0,2634.0,Direct,Debit Card,Mobile,0,4,5000
ORD10278,2024-02-02,February,2,Q1,Electronics,Smartwatch,Rajasthan,Jaipur,3,4596,20,11030.4,530.4,Email Campaign,Debit Card,Desktop,0,4,10500
ORD10279,2024-10-14,October,10,Q4,Electronics,Smartwatch,Karnataka,Bengaluru,2,6595,0,13190.0,6190.0,Email Campaign,Debit Card,Desktop,0,4,7000
ORD10280,2024-11-14,November,11,Q4,Electronics,Laptop,Uttar Pradesh,Lucknow,2,62091,0,124182.0,54182.0,Referral,Wallet,Mobile,0,5,70000
ORD10281,2024-04-12,April,4,Q2,Groceries,Organic Honey,Karnataka,Bengaluru,1,336,15,285.6,5.6,Social Media,Net Banking,Mobile,0,5,280
ORD10282,2024-09-23,September,9,Q3,Electronics,Earbuds,Telangana,Hyderabad,1,2617,20,2093.6,893.6,Direct,Debit Card,Mobile,0,4,1200
ORD10283,2024-07-23,July,7,Q3,Fashion,Kurta Set,Odisha,Bhubaneswar,2,831,30,1163.4,-36.6,Referral,Credit Card,Mobile,0,4,1200
ORD10284,2024-03-31,March,3,Q1,Groceries,Organic Honey,Rajasthan,Jaipur,5,447,25,1676.25,276.25,Social Media,Debit Card,Mobile,0,4,1400
ORD10285,2024-11-02,November,11,Q4,Electronics,Smartphone,Telangana,Hyderabad,1,22846,0,22846.0,7846.0,Direct,UPI,Desktop,0,4,15000
ORD10286,2024-08-16,August,8,Q3,Electronics,Smartwatch,West Bengal,Kolkata,1,4242,20,3393.6,-106.4,Social Media,UPI,Mobile,0,4,3500
ORD10287,2024-05-11,May,5,Q2,Home & Kitchen,Air Fryer,Uttar Pradesh,Lucknow,3,4045,5,11528.25,4028.25,Social Media,Credit Card,Mobile,0,4,7500
ORD10288,2024-12-01,December,12,Q4,Home & Kitchen,Air Fryer,Tamil Nadu,Chennai,1,4657,5,4424.15,1924.15,Organic Search,Credit Card,Mobile,0,4,2500
ORD10289,2024-06-01,June,6,Q2,Fashion,Jeans,Rajasthan,Jaipur,1,1280,0,1280.0,480.0,Email Campaign,Wallet,Mobile,0,5,800
ORD10290,2024-09-24,September,9,Q3,Beauty,Moisturiser,Uttar Pradesh,Bareilly,1,255,30,178.5,-21.5,Email Campaign,UPI,Desktop,0,1,200
ORD10291,2024-01-06,January,1,Q1,Books,Data Science Book,Haryana,Gurugram,2,607,0,1214.0,214.0,Social Media,Credit Card,Desktop,0,4,1000
ORD10292,2024-05-24,May,5,Q2,Books,UPSC Guide,Haryana,Gurugram,2,495,15,841.5,41.5,Email Campaign,Debit Card,Mobile,0,5,800
ORD10293,2024-07-16,July,7,Q3,Home & Kitchen,Pressure Cooker,Madhya Pradesh,Bhopal,2,1781,15,3027.7,1427.7,Paid Ad,Credit Card,Desktop,0,1,1600
ORD10294,2024-01-04,January,1,Q1,Home & Kitchen,Pressure Cooker,West Bengal,Kolkata,1,1753,5,1665.35,865.35,Direct,Debit Card,Tablet,0,5,800
ORD10295,2024-03-02,March,3,Q1,Sports,Yoga Mat,Odisha,Bhubaneswar,1,957,15,813.45,413.45,Social Media,Cash on Delivery,Desktop,0,5,400
ORD10296,2024-03-27,March,3,Q1,Home & Kitchen,Pressure Cooker,Karnataka,Bengaluru,1,1186,20,948.8,148.8,Referral,UPI,Mobile,0,4,800
ORD10297,2024-12-24,December,12,Q4,Home & Kitchen,Air Fryer,Odisha,Bhubaneswar,1,4879,25,3659.25,1159.25,Direct,UPI,Mobile,1,5,2500
ORD10298,2024-01-23,January,1,Q1,Fashion,Saree,Madhya Pradesh,Bhopal,3,2239,10,6045.3,2445.3,Referral,Debit Card,Desktop,0,4,3600
ORD10299,2024-01-01,January,1,Q1,Sports,Yoga Mat,West Bengal,Kolkata,1,700,0,700.0,300.0,Email Campaign,Debit Card,Desktop,0,4,400
ORD10300,2024-04-16,April,4,Q2,Electronics,Laptop,Punjab,Chandigarh,1,49334,0,49334.0,14334.0,Social Media,Net Banking,Mobile,0,5,35000
ORD10301,2024-08-26,August,8,Q3,Beauty,Face Serum,Tamil Nadu,Chennai,3,556,25,1251.0,351.0,Social Media,UPI,Desktop,0,5,900
ORD10302,2024-03-24,March,3,Q1,Books,UPSC Guide,Rajasthan,Jaipur,1,643,30,450.1,50.1,Paid Ad,Debit Card,Desktop,0,5,400
ORD10303,2024-10-07,October,10,Q4,Home & Kitchen,Bedsheet Set,Madhya Pradesh,Bhopal,1,500,15,425.0,25.0,Paid Ad,Debit Card,Mobile,0,3,400
ORD10304,2024-02-04,February,2,Q1,Books,UPSC Guide,Uttar Pradesh,Bareilly,1,646,10,581.4,181.4,Referral,Debit Card,Tablet,0,4,400
ORD10305,2024-07-24,July,7,Q3,Books,Data Science Book,Madhya Pradesh,Bhopal,1,886,15,753.1,253.1,Direct,UPI,Mobile,0,3,500
ORD10306,2024-01-06,January,1,Q1,Groceries,Organic Honey,Odisha,Bhubaneswar,1,572,10,514.8,234.8,Direct,Net Banking,Desktop,0,5,280
ORD10307,2024-03-06,March,3,Q1,Sports,Dumbbell Set,Haryana,Gurugram,2,906,0,1812.0,212.0,Organic Search,Cash on Delivery,Mobile,0,1,1600
ORD10308,2024-06-12,June,6,Q2,Fashion,Sneakers,Madhya Pradesh,Bhopal,1,2470,15,2099.5,599.5,Referral,Debit Card,Mobile,0,4,1500
ORD10309,2024-05-11,May,5,Q2,Beauty,Face Serum,Gujarat,Ahmedabad,1,413,0,413.0,113.0,Social Media,Credit Card,Mobile,0,5,300
ORD10310,2024-06-02,June,6,Q2,Beauty,Moisturiser,Maharashtra,Mumbai,1,316,0,316.0,116.0,Organic Search,Credit Card,Desktop,0,4,200
ORD10311,2024-02-07,February,2,Q1,Fashion,Saree,Gujarat,Ahmedabad,3,2811,25,6324.75,2724.75,Referral,Credit Card,Mobile,0,4,3600
ORD10312,2024-10-18,October,10,Q4,Fashion,Sneakers,West Bengal,Kolkata,5,3590,20,14360.0,6860.0,Organic Search,Cash on Delivery,Desktop,0,3,7500
ORD10313,2024-07-06,July,7,Q3,Groceries,Dry Fruits 500g,West Bengal,Kolkata,2,590,10,1062.0,362.0,Referral,Credit Card,Mobile,0,5,700
ORD10314,2024-12-13,December,12,Q4,Home & Kitchen,Air Fryer,Karnataka,Bengaluru,3,3830,10,10341.0,2841.0,Referral,Net Banking,Mobile,0,4,7500
ORD10315,2024-12-01,December,12,Q4,Groceries,Dry Fruits 500g,Delhi,Delhi,3,661,0,1983.0,933.0,Direct,Wallet,Mobile,0,1,1050
ORD10316,2024-02-11,February,2,Q1,Groceries,Dry Fruits 500g,Madhya Pradesh,Bhopal,3,640,15,1632.0,582.0,Social Media,Credit Card,Mobile,1,5,1050
ORD10317,2024-11-28,November,11,Q4,Electronics,Earbuds,Karnataka,Bengaluru,1,1587,15,1348.95,148.95,Direct,Net Banking,Desktop,0,5,1200
ORD10318,2024-10-23,October,10,Q4,Fashion,Kurta Set,Telangana,Hyderabad,4,1060,20,3392.0,992.0,Email Campaign,Net Banking,Mobile,0,4,2400
ORD10319,2024-01-12,January,1,Q1,Electronics,Smartwatch,Telangana,Hyderabad,3,5040,10,13608.0,3108.0,Social Media,Credit Card,Desktop,0,4,10500
ORD10320,2024-02-21,February,2,Q1,Beauty,Moisturiser,Tamil Nadu,Chennai,1,511,0,511.0,311.0,Email Campaign,UPI,Tablet,0,5,200
ORD10321,2024-05-04,May,5,Q2,Beauty,Moisturiser,Telangana,Hyderabad,1,289,0,289.0,89.0,Organic Search,UPI,Mobile,0,3,200
ORD10322,2024-07-12,July,7,Q3,Electronics,Earbuds,Karnataka,Bengaluru,1,2795,0,2795.0,1595.0,Paid Ad,Debit Card,Mobile,1,5,1200
ORD10323,2024-03-11,March,3,Q1,Beauty,Face Serum,Kerala,Kochi,2,572,25,858.0,258.0,Email Campaign,Cash on Delivery,Mobile,0,4,600
ORD10324,2024-07-03,July,7,Q3,Sports,Dumbbell Set,Haryana,Gurugram,1,1369,5,1300.55,500.55,Paid Ad,Debit Card,Tablet,0,4,800
ORD10325,2024-12-04,December,12,Q4,Home & Kitchen,Air Fryer,Gujarat,Ahmedabad,1,4360,5,4142.0,1642.0,Email Campaign,Debit Card,Desktop,1,3,2500
ORD10326,2024-08-31,August,8,Q3,Fashion,Sneakers,Madhya Pradesh,Bhopal,1,2222,5,2110.9,610.9,Paid Ad,Credit Card,Mobile,0,3,1500
ORD10327,2024-05-26,May,5,Q2,Electronics,Smartwatch,Rajasthan,Jaipur,2,6484,15,11022.8,4022.8,Email Campaign,Debit Card,Mobile,0,5,7000
